id,path
31,5 18 19 15 13 10 8
422,5 9 59 28 32 33 38 10 4
593,22 28 14 15 29 10 8
772,5 9 53 54 54 10 8
895,11 9 75 28 14 15 29 13 4
594,22 28 14 15 29 10 4
949,5 12 14 65 66 71 66 15 13 4
805,11 9 67 68 10 4
973,11 9 12 14 15 13 4
806,11 9 67 68 10 8
898,11 9 75 28 14 15 29 13 20
245,5 9 47 48 10 4
287,11 9 28 14 50 14 15 16 10 4
942,5 12 63 65 66 15 34 10 8
388,5 9 53 14 18 55 56 19 57 8
146,11 9 28 14 15 33 29 20
244,5 9 47 48 10 8
284,11 9 28 14 50 14 15 16 10 8
585,5 9 12 28 14 15 29 10 4
108,11 9 30 32 33 15 13 4
542,5 9 43 63 69 70 64 44 20
586,5 9 12 28 14 15 29 10 8
941,5 12 63 65 66 15 34 10 4
334,5 9 58 14 18 55 56 3 4
85,5 9 26 27 27 13 10 4
84,5 9 26 27 27 13 10 8
810,5 12 13 13 68 10 8
557,5 9 65 66 71 15 27 10 8
513,22 43 44 10 8
809,5 12 13 13 68 10 4
155,5 12 28 14 15 33 31 10 4
180,5 9 26 14 15 27 10 8
514,22 43 44 10 4
447,5 6 14 15 29 10 8
517,5 9 63 64 44 10 4
154,5 12 28 14 15 33 31 10 8
469,11 9 35 32 33 15 54 10 4
516,5 9 63 64 44 10 8
167,22 26 27 27 20
470,11 9 35 32 33 15 54 10 8
642,11 9 37 39 40 10 8
560,11 9 65 66 15 27 20
214,11 9 37 39 40 10 4
446,5 6 14 15 29 10 4
787,5 9 28 29 76 44 10 8
1001,5 9 12 14 32 14 15 13 13 4
637,11 9 26 14 18 55 56 3 36
612,11 9 63 69 28 14 15 66 10 4
786,5 9 28 29 76 44 10 4
729,11 9 53 14 15 33 31 10 8
228,11 24 18 19 15 16 40 38 20
802,11 9 28 29 76 10 8
283,11 6 14 15 51 15 29 10 4
72,11 24 18 19 15 16 10 4
730,11 9 53 14 15 33 31 10 4
801,11 9 28 29 76 10 4
962,11 9 53 14 15 13 4
73,11 24 18 19 15 16 10 8
419,11 9 28 32 33 38 10 4
47,22 12 14 15 16 10 4
282,11 6 14 15 51 15 29 10 8
433,11 9 28 32 33 38 10 8
46,22 12 14 15 16 10 8
498,5 9 67 63 65 66 15 34 10 4
995,5 9 12 14 32 14 15 33 38 10 4
207,11 24 18 19 15 13 21 10 8
39,11 6 14 15 13 21 10 4
994,5 9 12 14 32 14 15 33 38 10 8
721,11 9 26 14 65 66 71 66 46 20
208,11 24 18 19 15 13 21 10 4
793,11 9 28 29 44 10 8
497,5 9 67 63 65 66 15 34 10 8
372,1 2 55 56 3 4
794,11 9 28 29 44 10 4
243,11 9 45 46 20
910,5 9 26 26 26 14 15 13 20
981,5 9 26 27 27 10 8
165,22 26 27 27 10 8
107,5 9 30 32 33 15 13 10 4
639,5 12 58 14 18 55 56 3 4
392,5 9 30 32 33 15 13 10 8
482,5 9 67 68 20
749,22 26 26 26 14 15 66 46 10 8
791,5 9 28 29 44 10 8
750,22 26 26 26 14 15 66 46 10 4
826,5 9 67 68 60 20
830,11 9 67 68 60 44 10 4
909,5 9 26 26 26 14 15 13 4
792,5 9 28 29 44 10 4
831,11 9 67 68 60 44 10 8
40,11 6 14 15 13 21 10 8
216,5 9 37 39 40 41 10 8
435,22 28 32 33 38 10 8
980,5 9 26 27 27 10 4
215,5 9 37 39 40 41 10 4
389,1 2 55 56 19 15 13 4
434,22 28 32 33 38 10 4
494,5 9 61 63 64 68 20
979,11 9 26 27 27 10 8
152,5 12 28 14 15 33 29 10 4
759,5 12 28 14 15 66 46 10 4
978,11 9 26 27 27 10 4
640,5 12 58 14 18 55 56 3 36
